20000 2
8346 -2626 0
8845 4436 0
-4150 -6949 0
-830 -1306 0
7209 5568 0
9682 -5236 0
3917 -2486 0
-400 -7565 0
8002 7799 0
7868 -7107 0
826 -2282 0
3047 -5809 0
6133 -885 0
1197 -8325 0
9419 -4580 0
7228 9270 0
3285 -4774 0
9278 -1318 0
-1509 -8893 0
1294 -1333 0
4984 4732 0
9907 8891 0
9458 -4546 0
7460 -5618 0
6046 -7714 0
8337 -5868 0
1897 -501 0
-4563 -9580 0
9978 6330 0
7041 3329 0
9577 9245 0
8408 624 0
3838 5155 0
6868 -3466 0
7103 -208 0
1575 -839 0
6441 6320 0
-1733 -6916 0
6411 2241 0
2893 -6548 0
5257 6123 0
8686 -1735 0
3754 -3522 0
3646 -5796 0
3933 -2745 0
4260 4219 0
4867 -8437 0
9083 2128 0
5501 3231 0
-368 -6820 0
9747 387 0
1206 -9651 0
8310 5529 0
7112 -4719 0
4793 3021 0
6972 9327 0
1718 -3623 0
8384 -6927 0
4067 -4316 0
621 -3438 0
-2988 -6791 0
6324 -2708 0
8383 7065 0
7242 60 0
-792 -3667 0
3472 -1310 0
-41 -2564 0
-3091 -7640 0
4978 1328 0
-2736 -8192 0
-3541 -6138 0
2181 -6958 0
6647 -9940 0
8214 -6194 0
9580 8056 0
3729 -9282 0
3472 -220 0
-2377 -8382 0
8635 8531 0
5779 4168 0
2861 -7873 0
2951 -1567 0
4697 -6484 0
2101 2912 0
733 -5989 0
2251 -1677 0
6694 8673 0
5570 7464 0
-554 -2984 0
7665 -5787 0
1059 -5611 0
5407 606 0
7742 -2045 0
8839 -2828 0
3013 -4447 0
6882 5537 0
8635 -3534 0
2524 -9004 0
6497 -3510 0
2891 -7489 0
9864 -1636 0
-3812 -9646 0
6341 -154 0
3998 -4754 0
-2767 -8885 0
6559 6636 0
5654 -6032 0
550 -8533 0
3287 -4130 0
8310 538 0
-642 -6962 0
7381 -3607 0
6769 -3286 0
9932 -3265 0
5511 -3420 0
7313 -8018 0
1196 781 0
-1088 -3461 0
-3056 -7913 0
2030 -7516 0
-3525 -9648 0
5069 -9589 0
-2714 -7807 0
-3128 -6780 0
1738 -6024 0
6921 -432 0
6845 -3376 0
6855 -4682 0
-4789 -7506 0
9950 -6290 0
356 -2321 0
3857 -2199 0
9989 -4021 0
4058 -2240 0
8536 -1187 0
2726 -81 0
-3535 -7864 0
9500 -8956 0
582 -7696 0
5556 1575 0
8696 775 0
2356 -1319 0
5066 -1764 0
9757 -1068 0
2931 2749 0
6622 -3979 0
3952 -5052 0
-5188 -9049 0
-2128 -8959 0
6352 6287 0
3923 -3375 0
-5465 -7926 0
962 -2944 0
-1947 -3341 0
1901 942 0
6863 -5261 0
7833 8001 0
-6 -4671 0
4617 -9806 0
5124 1175 0
754 -9966 0
6009 7666 0
6100 1334 0
8235 -4455 0
1701 894 0
-80 -7792 0
4159 -5092 0
9959 -6974 0
-2584 -6037 0
6305 -1940 0
9965 -8104 0
7544 -8867 0
3251 -6519 0
-655 -2768 0
2644 -3730 0
1034 -8755 0
6473 -3034 0
5622 732 0
2296 -1618 0
8037 -2218 0
703 -2952 0
7919 7160 0
-4768 -8233 0
1484 92 0
-1207 -3366 0
-1378 -8153 0
6150 -2272 0
-1022 -1554 0
9610 7404 0
3646 650 0
-5479 -9103 0
7104 8894 0
8991 -3611 0
6126 -9868 0
-5784 -8477 0
1700 -3768 0
7996 -7733 0
5918 -5864 0
4657 -9120 0
9165 9463 0
5346 5599 0
7981 -9964 0
3705 -7996 0
7960 852 0
1051 -3797 0
998 -9856 0
9494 -9872 0
-6305 -9291 0
-416 -4184 0
3120 -1112 0
9673 8877 0
-21 -4841 0
6703 5580 0
1966 212 0
7719 9777 0
4474 -3269 0
800 782 0
2123 -6179 0
8574 -8124 0
9649 5151 0
9975 4176 0
1739 337 0
5070 -7481 0
-89 -9090 0
-1260 -5688 0
3917 -4386 0
5258 -8462 0
7275 1813 0
991 -4010 0
9840 5898 0
-1747 -3919 0
7916 7912 0
-1046 -7791 0
-385 -8924 0
-2028 -6877 0
4403 127 0
5940 -7663 0
1307 -4290 0
9845 1723 0
9951 8948 0
5656 2437 0
4947 6277 0
6031 7566 0
9985 -5254 0
7321 2639 0
9775 7269 0
3875 -4589 0
-1713 -9353 0
218 -140 0
-6521 -9737 0
6512 -4584 0
5013 5960 0
9607 9631 0
-2723 -8170 0
-3648 -9541 0
-1427 -5832 0
6243 -540 0
964 -6680 0
1398 -3414 0
1470 1284 0
9552 -7684 0
8915 9793 0
8151 7640 0
5111 -2590 0
682 -560 0
1764 335 0
-5986 -9561 0
4511 6062 0
7326 5259 0
9388 1730 0
3130 -4936 0
8348 482 0
3637 -1813 0
9205 -6899 0
8398 9093 0
6984 9653 0
7455 2822 0
847 -4063 0
-1176 -5258 0
8877 -7917 0
-1073 -6619 0
4417 222 0
6014 49 0
8260 -2215 0
-2659 -8402 0
9750 -8961 0
9990 6394 0
9550 -6006 0
6052 -3013 0
4651 -9766 0
1357 991 0
9318 -9634 0
9869 6321 0
4764 1026 0
8538 4260 0
3294 562 0
5283 6663 0
9934 -2172 0
6958 398 0
-1753 -7023 0
9631 -9835 0
9910 -2149 0
6234 946 0
-3029 -9316 0
-2639 -4833 0
9289 -4982 0
3597 2173 0
7893 8892 0
-995 -6541 0
-3132 -6271 0
3862 -1337 0
8862 -657 0
8855 -8881 0
8498 7761 0
-934 -8698 0
873 -8770 0
8054 792 0
9867 9009 0
4858 3773 0
5291 1574 0
454 -3585 0
9230 2767 0
4688 4748 0
346 -1056 0
197 -3874 0
9163 6414 0
8441 9098 0
-1908 -5035 0
4155 484 0
6327 2030 0
-5040 -7141 0
-929 -6134 0
555 -3184 0
6397 -4158 0
446 -6122 0
7930 -3326 0
264 -8033 0
5054 -3964 0
981 -1079 0
-5763 -8400 0
2178 -965 0
2467 2734 0
8885 4837 0
7827 -5698 0
-3073 -7014 0
6361 2993 0
-3521 -8675 0
7181 -6491 0
1499 -5913 0
52 -7439 0
5879 6291 0
4137 -4254 0
9567 -8355 0
7124 1166 0
8022 7601 0
6179 -2369 0
-239 -4952 0
7145 4910 0
2207 2990 0
3388 -7718 0
6646 -2327 0
3221 4105 0
3693 -1170 0
3061 -2611 0
779 -3813 0
5710 4023 0
1851 -8416 0
2556 -5022 0
2676 -7775 0
2988 -7844 0
784 -9162 0
-304 -8161 0
-2030 -9184 0
3881 1238 0
6118 5609 0
5088 2818 0
6415 -6406 0
3725 875 0
-2790 -5403 0
5324 2086 0
6736 5291 0
9760 -2653 0
-438 -2628 0
7892 9181 0
9739 -4100 0
7520 3373 0
3825 -1837 0
6355 5046 0
1057 -5247 0
1355 -274 0
2985 -4879 0
-429 -3061 0
-1161 -6339 0
9678 -1633 0
6024 5606 0
888 934 0
222 -7163 0
-2426 -4085 0
7260 6961 0
5366 -4654 0
5063 -6422 0
3366 -7701 0
9189 1420 0
822 -8539 0
3395 -3641 0
477 -2366 0
7725 9788 0
3777 -4162 0
7542 -9940 0
-4778 -8840 0
8892 -8098 0
-3448 -7628 0
6119 -8306 0
876 -1220 0
9435 6861 0
421 -3922 0
6171 -2973 0
9470 -5382 0
4304 -6739 0
5178 2797 0
9907 -6810 0
6380 -7254 0
5248 -5590 0
9920 -5899 0
5738 3201 0
2853 2813 0
1741 -4124 0
4816 -9015 0
-5771 -9882 0
4776 -2933 0
9206 2187 0
8931 4260 0
5426 -3807 0
4094 -4827 0
8852 -6483 0
-2177 -7543 0
9745 1729 0
4778 -487 0
-4764 -8584 0
2248 460 0
2492 1810 0
-3819 -9911 0
3828 5309 0
7813 -3745 0
4511 -8546 0
-5775 -8654 0
5133 -9337 0
9836 -4990 0
2627 -9722 0
-1607 -7577 0
-4532 -9828 0
1171 -6790 0
9480 -3536 0
8274 4028 0
-1597 -8914 0
-3191 -5214 0
3820 1351 0
7038 -2437 0
4441 -1634 0
-3038 -7573 0
8852 3727 0
2886 -8612 0
6358 3718 0
212 -5617 0
7718 -4910 0
1443 1264 0
5802 -9679 0
1661 -9133 0
-545 -4255 0
-2221 -6024 0
7925 6175 0
2651 -7023 0
8624 7413 0
9896 -2717 0
8236 -6024 0
1421 167 0
8991 835 0
3593 414 0
4524 -4442 0
-3333 -5210 0
4108 -7909 0
3349 -3553 0
2800 -708 0
6402 -6899 0
185 -4929 0
2458 -7347 0
8167 -9825 0
-497 -5243 0
4583 3428 0
-5285 -8112 0
4888 -8303 0
8113 -3930 0
7703 -8415 0
8227 8102 0
8852 -775 0
4066 50 0
4223 -7301 0
-1493 -2496 0
3534 -1219 0
1649 -1492 0
-5720 -8360 0
7846 8027 0
8604 -1655 0
3176 -7962 0
7615 2029 0
9646 4949 0
6707 -9303 0
8217 5810 0
8031 -5140 0
7305 9866 0
7102 9607 0
-1169 -8271 0
3763 2293 0
4466 -220 0
6508 706 0
7741 7045 0
7784 8186 0
3750 -5453 0
-2798 -8075 0
6364 3034 0
-1984 -7265 0
6432 -9174 0
4987 4706 0
2969 -5320 0
-1234 -1847 0
9889 3016 0
4548 3993 0
3982 -3014 0
7790 -7420 0
7759 7602 0
706 -7671 0
9580 1688 0
3202 320 0
-316 -2768 0
3710 -6664 0
-947 -7682 0
8018 1423 0
4892 6486 0
9445 9602 0
6553 -5245 0
2568 -1916 0
6339 -5451 0
8512 -9797 0
-619 -9546 0
7294 -7412 0
-1080 -2841 0
5779 -8808 0
1945 133 0
9823 4680 0
8125 -4750 0
2327 2429 0
1202 -5924 0
-1694 -4225 0
289 -5759 0
9016 -8741 0
-241 -3252 0
9235 -4919 0
3591 -3922 0
-3672 -9964 0
4787 2604 0
-570 -7568 0
4182 -780 0
-1593 -2847 0
-3859 -5551 0
-738 -1968 0
4284 -5138 0
2751 -3322 0
1989 -9128 0
-5309 -7836 0
4020 4761 0
6663 3582 0
1406 -1881 0
4159 2144 0
8501 1087 0
2234 -7399 0
4632 -8946 0
-4027 -8846 0
6075 -9 0
3887 2351 0
5920 -6826 0
7300 -3512 0
208 -4542 0
8537 2519 0
3110 4037 0
7194 7800 0
476 -2980 0
9018 6963 0
2478 -1646 0
3160 4026 0
3940 -2661 0
9788 3919 0
6352 -4132 0
7987 -7109 0
1563 -7532 0
-2438 -7082 0
6682 -8307 0
-3230 -8174 0
6802 -1745 0
4949 2205 0
9578 3303 0
2886 -2080 0
7852 -6098 0
8736 -8768 0
579 -4257 0
5297 -4392 0
3715 2647 0
6450 -416 0
3553 3489 0
9993 -5410 0
7467 975 0
-2005 -7107 0
-2395 -4182 0
9391 825 0
3944 4630 0
5300 2747 0
9670 7569 0
4246 4031 0
9272 -8698 0
7217 4119 0
8500 -2477 0
3339 2047 0
9194 9765 0
4900 -1776 0
9957 -3077 0
5780 6139 0
5488 7238 0
9437 -3196 0
9546 3071 0
-3897 -5630 0
-1755 -9037 0
9646 -5340 0
718 -9748 0
7482 6232 0
9320 -1476 0
8855 2795 0
6775 8969 0
7547 3251 0
7451 76 0
-1168 -3848 0
6500 -5802 0
5855 -7957 0
-464 -4402 0
8222 5380 0
5103 -7614 0
8073 -635 0
9908 -5371 0
6964 2984 0
5208 -6538 0
282 -8322 0
2057 -6702 0
9385 201 0
-5138 -9233 0
8092 -2178 0
1770 -5655 0
5905 -7219 0
5775 -9859 0
-1139 -7392 0
4819 -6737 0
7640 -4048 0
5934 -8914 0
6423 -8523 0
7598 3249 0
4206 -3659 0
-368 -2916 0
4203 -4039 0
5281 468 0
472 -4664 0
7655 1344 0
-1194 -6263 0
6527 -651 0
1544 843 0
4107 -4531 0
-229 -4379 0
1144 -6920 0
3777 -4265 0
9000 -9255 0
8647 -2352 0
7787 7079 0
8236 36 0
6260 -9564 0
-1443 -6402 0
1751 -7986 0
8134 5655 0
1426 -5794 0
9551 1453 0
2551 -9698 0
4986 817 0
-162 -3602 0
-245 -7117 0
-3102 -4971 0
3483 -2886 0
7860 2796 0
7524 -2996 0
7090 6499 0
7761 6181 0
8062 -4108 0
4081 4630 0
8840 1209 0
9042 -6306 0
8265 -3474 0
1752 -8846 0
7948 4976 0
5810 2768 0
6138 8563 0
6642 -4062 0
5249 5931 0
6771 -4511 0
6843 7981 0
5952 -7780 0
-1048 -8475 0
1060 -1527 0
-1144 -1644 0
2091 -7853 0
9586 4327 0
7539 -9349 0
-5170 -7536 0
-1723 -2461 0
-5022 -9674 0
-490 -2293 0
-1834 -6438 0
9279 2958 0
4082 -2265 0
8443 9394 0
-404 -2310 0
8195 -1069 0
4603 -7496 0
5392 1472 0
4240 -5480 0
1124 -7702 0
5483 6774 0
4073 -6888 0
493 -2410 0
-1022 -1631 0
6244 -9284 0
7996 9791 0
5686 -5104 0
4335 -6488 0
8194 3494 0
534 -8596 0
2008 1260 0
-6082 -9482 0
-2188 -4487 0
2894 3422 0
8916 8822 0
-302 -9915 0
8419 -5000 0
3467 -8929 0
3261 -4824 0
7128 -8318 0
8223 -1867 0
-2267 -5139 0
5607 -4381 0
7827 -1914 0
7031 5801 0
1212 -4538 0
4775 -1271 0
9681 717 0
391 -2517 0
9328 348 0
9793 7871 0
2022 437 0
7378 -3692 0
4115 -8643 0
3989 -7124 0
3936 -5734 0
7039 -5188 0
4994 -5194 0
7776 -5894 0
2925 -2085 0
8513 8334 0
-3773 -8875 0
4371 655 0
5308 -2860 0
235 -8817 0
7370 8317 0
6934 2569 0
675 -2615 0
8540 -8123 0
9956 -9923 0
4726 -485 0
5433 134 0
5278 5571 0
-422 -2138 0
5124 -6518 0
9419 7990 0
9873 -8841 0
7466 6845 0
4419 -445 0
-5704 -9333 0
8112 -3503 0
2645 3265 0
445 -7648 0
6312 -2996 0
4929 1395 0
9102 6236 0
2756 -3881 0
8787 -7293 0
9341 -5112 0
8131 2052 0
4651 -5605 0
6729 769 0
-399 -4886 0
-4662 -7834 0
5354 -3857 0
9202 -4838 0
526 -189 0
9904 -7968 0
1610 -401 0
8924 -5385 0
5814 6627 0
2323 -4060 0
2341 1244 0
6408 -6289 0
-1802 -6333 0
9964 -8267 0
1742 -789 0
-6 -3243 0
9710 5182 0
7992 -6942 0
373 -1468 0
314 338 0
7358 1903 0
7417 820 0
4347 329 0
5540 -9913 0
7717 752 0
3931 -3456 0
2787 -3311 0
-4762 -9673 0
9327 -1557 0
6825 3054 0
371 -9608 0
8757 -5896 0
2851 -8672 0
-44 -5554 0
2799 2769 0
4487 -5065 0
7366 -1745 0
3294 -7928 0
8140 -1215 0
3755 -131 0
4664 -4232 0
7700 -4823 0
8573 -1804 0
9405 -8263 0
2235 24 0
8478 9515 0
-840 -7099 0
4113 -1295 0
9040 9650 0
7013 5522 0
-5578 -8692 0
9769 -9167 0
6331 4923 0
7704 9999 0
538 -4828 0
9232 7113 0
4697 525 0
7064 7431 0
8116 3887 0
-366 -5864 0
6256 -153 0
-4490 -8009 0
2761 -2710 0
4859 2868 0
-451 -7414 0
2170 2686 0
8280 -5060 0
7751 -4971 0
-744 -3023 0
7645 1566 0
4393 -5531 0
6771 -8181 0
7567 -9405 0
7471 -2414 0
9717 -6005 0
6999 -699 0
5704 -9253 0
7027 8233 0
-1937 -5697 0
8397 1558 0
5598 7850 0
9910 -8126 0
8005 1434 0
-4937 -9057 0
8225 2307 0
1597 937 0
-5139 -9036 0
3170 -6039 0
9818 -6960 0
7825 -6619 0
4576 -6856 0
5529 5589 0
8965 -7522 0
-3883 -5818 0
6461 -2527 0
481 -1995 0
-1381 -7652 0
9064 2709 0
9020 -3134 0
8572 6660 0
2609 -5668 0
6319 2227 0
5885 4837 0
2993 -4818 0
2789 -644 0
7750 9772 0
-3026 -7535 0
7733 -174 0
3179 -5091 0
8519 4186 0
7543 411 0
-1849 -7926 0
1234 -4070 0
8070 1297 0
-1609 -5813 0
3760 -2953 0
-882 -6420 0
6167 -4101 0
-2808 -6133 0
-3494 -5490 0
-2383 -7144 0
238 -2631 0
7571 -6362 0
-743 -7094 0
7653 -5027 0
8690 2786 0
-4752 -7391 0
5290 -814 0
-4374 -7498 0
-1622 -5396 0
9965 1352 0
8294 9527 0
7248 8372 0
8347 -218 0
3879 -1780 0
7112 -440 0
2156 -1001 0
6289 3243 0
9300 8445 0
6469 2826 0
9849 8048 0
6286 -3403 0
4588 390 0
3722 170 0
-3389 -5236 0
3609 -8741 0
8020 -3915 0
6777 -8068 0
8720 -2157 0
3129 2302 0
5926 -983 0
8257 -4358 0
8234 -5449 0
3659 820 0
642 -655 0
-1828 -7692 0
4246 2471 0
7740 -9827 0
7901 -608 0
3015 -4923 0
3349 -5822 0
6329 -1818 0
3499 -9086 0
6237 -3665 0
3570 -2543 0
3775 -3005 0
5038 -704 0
-6253 -9470 0
2678 1939 0
-4768 -7036 0
6072 -4813 0
8986 -5889 0
5932 -7713 0
5899 -8182 0
7772 4866 0
8100 4642 0
323 -4931 0
1557 -9924 0
8096 6819 0
3817 -2479 0
366 -4651 0
5322 399 0
9116 4728 0
5501 3389 0
1221 -4207 0
2383 -5330 0
-4073 -6014 0
-3496 -8873 0
3099 -1650 0
-5064 -8700 0
9671 -4192 0
451 -7036 0
7644 -8830 0
2582 -4284 0
6830 452 0
-4751 -8351 0
1303 -1176 0
-339 -5900 0
8163 -6446 0
386 -3285 0
6581 7845 0
6200 -2636 0
4267 -4086 0
5976 934 0
7529 -9978 0
8389 2090 0
-1227 -2722 0
-3701 -6259 0
2505 -3668 0
230 -3778 0
1107 -64 0
3501 -6166 0
8553 -3768 0
-4143 -9801 0
7263 -5340 0
9605 4543 0
976 -3599 0
3166 -9473 0
6664 -3714 0
4885 -5735 0
6047 2056 0
2798 1424 0
3562 -4274 0
6293 -5284 0
7069 -3160 0
3240 1154 0
1275 -9206 0
2257 -2709 0
-322 -4832 0
-653 -8477 0
2066 -1635 0
2554 1925 0
8063 -8120 0
8478 -1643 0
-427 -1452 0
6944 -8022 0
6175 8248 0
1931 -3974 0
9885 2037 0
4479 -9805 0
-368 -7840 0
9645 -5352 0
1734 1074 0
1728 -1172 0
3031 2798 0
1578 -4071 0
7397 -8673 0
-3907 -5721 0
5797 -1172 0
-1364 -5577 0
1822 -3329 0
-1019 -1696 0
9565 -8604 0
3380 1758 0
6753 -3865 0
-1857 -4123 0
5270 -7148 0
3127 -1246 0
6023 3725 0
8545 -1228 0
-1272 -4404 0
5010 2843 0
1782 -1111 0
6819 -1821 0
5410 1266 0
-1846 -5151 0
-964 -8745 0
5478 -1919 0
5542 -4063 0
3081 -5730 0
4665 609 0
-3981 -9377 0
5013 -2875 0
2072 -8650 0
6193 -757 0
7962 3159 0
-830 -5262 0
-1908 -9315 0
4923 124 0
4185 -5156 0
-1469 -3660 0
9413 -9986 0
6422 -4689 0
-4461 -7890 0
-353 -4993 0
1066 1287 0
-3395 -8063 0
-2381 -5776 0
4354 2775 0
-4128 -9501 0
5586 -9114 0
8610 1693 0
4055 -8340 0
949 -4531 0
-1219 -5522 0
8792 8533 0
-2263 -6468 0
4604 -9491 0
-3466 -9987 0
8788 -589 0
3818 -6020 0
1987 -5532 0
7250 1983 0
9574 -3179 0
6684 -6694 0
9744 6013 0
8748 7792 0
1093 1330 0
-2136 -8462 0
7154 2154 0
-2664 -6103 0
3236 -860 0
7157 -1656 0
2195 -8925 0
6205 -4675 0
6323 3693 0
3364 873 0
1793 -7498 0
-386 -1414 0
878 -4230 0
3878 -6105 0
8754 2288 0
3625 271 0
5126 -749 0
9070 -1420 0
1737 1558 0
7748 -8916 0
9613 5335 0
9471 -8702 0
-3036 -4462 0
7127 4928 0
9184 7770 0
8395 2952 0
2145 486 0
3553 -3037 0
116 -8382 0
3354 -7423 0
8494 -7022 0
47 -6150 0
7153 -1016 0
9321 -710 0
6742 2990 0
7486 -3769 0
43 -7806 0
8900 -3898 0
5711 -1629 0
6519 -4874 0
8088 1381 0
-618 -4932 0
1669 -7264 0
-1455 -6120 0
2614 -9364 0
9358 3025 0
-2841 -5041 0
940 -9874 0
2774 -6856 0
3378 -3456 0
8575 -423 0
6272 2474 0
-3303 -5102 0
2224 -1480 0
6181 -7464 0
7046 7492 0
6395 -38 0
5601 -4412 0
9885 -4542 0
4546 1262 0
2400 -255 0
7633 6572 0
4561 -3781 0
-2112 -6718 0
3113 -494 0
8723 -1493 0
-1719 -5752 0
9849 -4869 0
8507 6716 0
-2269 -9682 0
4789 -104 0
-2106 -8027 0
4947 5045 0
8856 -7529 0
1982 -26 0
5676 -1881 0
5737 -7188 0
-2532 -6747 0
-3289 -7410 0
4034 4420 0
-3952 -7715 0
9479 -8539 0
7220 -4239 0
7687 882 0
-667 -4665 0
9279 6275 0
2382 -1817 0
1129 -6249 0
-2605 -7476 0
13 -8179 0
5928 -6488 0
2589 -9501 0
5121 6679 0
6378 -4063 0
3235 -1357 0
3335 532 0
8511 3518 0
6794 6523 0
-4228 -8389 0
9060 7552 0
5513 -5104 0
-3477 -8587 0
8150 -5887 0
7657 -6595 0
7202 -4573 0
8888 -8906 0
3924 -8906 0
-11 -8196 0
-1028 -6631 0
9208 -7618 0
9172 6275 0
5537 249 0
8678 -5622 0
8986 3142 0
7534 -5559 0
-3142 -8872 0
9407 -5225 0
7043 5315 0
5303 -8267 0
2504 -293 0
5332 -6253 0
7498 881 0
3585 1899 0
6480 -6205 0
-4640 -6663 0
9302 8014 0
9207 -8060 0
8406 -9915 0
7471 6576 0
7334 4638 0
2771 -8588 0
5606 1437 0
7043 -3085 0
498 -6362 0
2409 -9158 0
9583 1968 0
-860 -1429 0
8125 3432 0
7976 5380 0
5555 1879 0
6319 -6028 0
976 -3010 0
7869 -3056 0
9675 -9229 0
2795 2062 0
-1958 -7722 0
9984 3280 0
8895 4903 0
7181 3549 0
9260 -9353 0
7824 -6266 0
8220 3549 0
-2648 -4353 0
5308 -1478 0
6782 693 0
6404 1765 0
4886 -1974 0
866 -5803 0
9826 6890 0
5385 3141 0
-2582 -4336 0
2286 -9243 0
5303 -7163 0
1640 1093 0
545 -8641 0
6470 2866 0
5418 -7050 0
6885 6801 0
8329 6462 0
-1632 -6028 0
4584 -6673 0
6116 -4577 0
3840 4414 0
2349 -9896 0
6861 -1292 0
6001 -8941 0
-2447 -9620 0
6804 -4151 0
8620 -9146 0
-1691 -8565 0
6486 1869 0
8071 756 0
6120 -7251 0
3321 201 0
5949 1762 0
9247 -2379 0
8920 1003 0
3338 -7037 0
8423 -6703 0
-4592 -8968 0
234 -9558 0
7614 7682 0
7521 7221 0
4889 -4781 0
-5055 -9997 0
-626 -6723 0
1074 -9658 0
3022 -2791 0
2600 -2465 0
6557 -8726 0
1661 -4459 0
1055 -1023 0
8597 2492 0
1150 -8951 0
6237 2835 0
7309 1367 0
8411 802 0
5380 22 0
6173 5559 0
1901 1361 0
6168 -5214 0
-2037 -3349 0
5042 876 0
6564 3488 0
8344 2067 0
583 -6669 0
3550 2799 0
2064 -7639 0
2711 2329 0
-1273 -3998 0
7489 -6866 0
4243 688 0
-1538 -2402 0
543 -1335 0
2577 -9771 0
7163 7981 0
1222 -8849 0
3601 4349 0
8732 -6997 0
9898 7631 0
1672 -78 0
920 -1363 0
6382 2902 0
4848 1827 0
9092 -1323 0
5201 7182 0
-1573 -6309 0
2743 -2249 0
6401 8823 0
5586 -4772 0
7000 7799 0
8564 9977 0
-323 -9550 0
6505 -7359 0
9785 1638 0
2876 -4440 0
4999 -4887 0
693 -3093 0
8971 803 0
-3409 -5275 0
7866 3437 0
4050 -5510 0
8056 -5960 0
3443 -6975 0
4652 -5210 0
5084 4195 0
8594 382 0
687 -8885 0
2356 -5870 0
1343 -8364 0
666 -3467 0
9516 2624 0
6337 5908 0
9334 -215 0
6916 -547 0
8628 9540 0
9814 -8717 0
3786 248 0
-2834 -5975 0
4953 -4743 0
9378 -6526 0
5914 7471 0
1702 -3322 0
7118 -4206 0
-4753 -7355 0
-2035 -7848 0
-923 -8805 0
4324 -1495 0
2713 -7944 0
8406 6027 0
7349 4296 0
2248 -208 0
6262 3688 0
5927 -8766 0
1328 -9080 0
9248 5444 0
3648 -203 0
6739 -7034 0
-2070 -4134 0
4446 -4907 0
-952 -7943 0
-2172 -8940 0
-3019 -5807 0
3627 -6565 0
3709 -4521 0
3479 -9580 0
9622 4632 0
2311 -9248 0
5405 -8747 0
-1525 -7155 0
4738 -9183 0
5532 -4194 0
8695 6535 0
874 -7037 0
6933 339 0
8445 5642 0
7092 -9520 0
-2418 -4768 0
1356 -2318 0
-622 -3074 0
930 -477 0
2315 -6667 0
3883 -3914 0
6722 -9693 0
8718 311 0
-4006 -9129 0
3056 -7584 0
2016 -6908 0
9912 -2838 0
8125 -1965 0
2117 -72 0
-1712 -5726 0
6382 4651 0
88 -9732 0
3804 2784 0
7022 9282 0
-413 -2455 0
-5496 -8163 0
100 -3665 0
3037 1515 0
4565 -5474 0
6254 4001 0
-2324 -6858 0
7626 6379 0
-3627 -7702 0
7806 5304 0
-3341 -9941 0
-2278 -5448 0
7597 -3732 0
1364 -5531 0
7973 4932 0
4573 -6185 0
7581 4384 0
-3664 -7284 0
264 -2514 0
2635 2796 0
9149 2176 0
3159 -9052 0
2742 -2940 0
5608 -7764 0
8283 3098 0
6471 -9529 0
-782 -8005 0
-1507 -3875 0
8580 499 0
6637 4877 0
8068 1764 0
-235 -355 0
-168 -8011 0
675 -4896 0
992 351 0
4634 1722 0
-754 -2947 0
5628 -8380 0
3136 2009 0
5768 -2659 0
-1882 -9841 0
6195 8380 0
8362 -3699 0
5020 -8495 0
726 -8095 0
2829 -3943 0
5254 5929 0
-2510 -9243 0
2157 191 0
-3430 -8165 0
2339 -2032 0
2103 -5876 0
8939 -3241 0
2824 2077 0
-1657 -3670 0
8731 -6978 0
-644 -1236 0
1437 -506 0
5548 355 0
7502 3996 0
3850 -9707 0
-985 -1417 0
8218 7578 0
-864 -4571 0
7890 -598 0
4580 -796 0
6825 -7108 0
5765 2919 0
9111 -4525 0
8834 5590 0
-5287 -7673 0
1032 1327 0
1434 -8871 0
8226 6748 0
5424 -9436 0
4448 399 0
335 -1961 0
2744 -5981 0
9180 -3110 0
9935 -6425 0
-2442 -8348 0
1501 -8591 0
-313 -2173 0
7894 -1841 0
9133 -7496 0
4707 -5374 0
4433 489 0
2049 -7597 0
8454 -6626 0
8117 -3405 0
3873 964 0
7138 8305 0
3780 -7972 0
9676 -76 0
7683 -2203 0
6851 6074 0
6718 2226 0
4024 4738 0
4382 2869 0
-3356 -9421 0
4135 -7022 0
3368 93 0
8128 8665 0
-2024 -7495 0
1389 -4438 0
9031 900 0
1104 -9832 0
8109 8342 0
4308 717 0
957 -6950 0
9146 9378 0
-4554 -8686 0
-3383 -5112 0
4541 -5177 0
7532 -8986 0
9924 -977 0
-918 -1523 0
7620 1378 0
7958 3881 0
6955 -9991 0
4907 4196 0
7235 9605 0
-4432 -7936 0
7747 -801 0
-5135 -9991 0
4880 2483 0
3112 1966 0
-4436 -6884 0
6162 7993 0
3165 -339 0
-1161 -7074 0
-1632 -4992 0
2313 -7065 0
8177 5490 0
6735 -3547 0
9848 616 0
3714 -6162 0
5088 5540 0
6844 -5499 0
9243 7971 0
6472 7800 0
1172 6 0
6186 6443 0
9095 1846 0
7178 -4968 0
9542 5528 0
8001 990 0
-3629 -8964 0
7203 8706 0
5381 -3155 0
9612 -33 0
7105 1213 0
9271 -6174 0
-3718 -7973 0
-3709 -7018 0
8628 2859 0
4883 -9877 0
865 -1970 0
2680 1558 0
9444 6262 0
-2521 -7834 0
9299 3970 0
6193 2419 0
3272 -1927 0
-1228 -9264 0
8281 9561 0
-849 -3936 0
8095 8772 0
2115 -2548 0
278 -6415 0
5417 -2736 0
2222 -5880 0
7024 6237 0
6780 1137 0
2517 -8603 0
5322 3153 0
5706 -6313 0
5884 8189 0
5071 4882 0
3601 2873 0
8710 6896 0
4124 -8712 0
8297 -4235 0
-152 -4908 0
